name,ACH-000159,ACH-000189,ACH-000234,ACH-000246,ACH-000250,ACH-000262,ACH-000272,ACH-000313,ACH-000317,ACH-000375,ACH-000385,ACH-000411,ACH-000433,ACH-000484,ACH-000495,ACH-000600,ACH-000649,ACH-000684,ACH-000709,ACH-000792,ACH-000907,ACH-001163,ACH-001194,ACH-001310,ACH-001398,ACH-001532,ACH-001687,ACH-001688,ACH-002150,ACH-002189,most_freq
RWDD4,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE
RXFP1,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE
RXFP2,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,aNE,aNE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
RXFP3,aNE,NE,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,NE,aNE,NE,aNE,NE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE
RXFP4,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,NE,aNE
RXRA,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,NE,NE,NE,aNE,aNE
RXRB,NE,NE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE
RXRG,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,NE,NE,aNE,aNE,aNE
RXYLT1,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE
RYR1,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
RYR2,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,NE,NE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE
RYR3,NE,aNE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,aNE,aNE,aNE,aNE,aNE,NE
S100A1,aNE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE
S100A10,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,NE,aNE,NE,aNE,aNE,aNE
S100A11,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aE,aE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
S100A12,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
S100A13,NE,NE,NE,NE,NE,NE,aNE,aNE,NE,NE,NE,NE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,NE,NE,aNE,NE,aNE,NE
S100A14,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
S100A16,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE
S100A2,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,NE,aNE
S100A3,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,NE,NE,aNE,NE,NE,NE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,aNE
S100A4,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,aNE,aNE
S100A5,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE
S100A6,aNE,NE,NE,NE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,NE,aNE,NE,aNE,NE,NE,aNE,aNE
S100A8,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
S100A9,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,aNE,aNE,aNE
S100B,NE,NE,NE,NE,aNE,NE,NE,NE,NE,aNE,NE,NE,aNE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE
S100G,NE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,NE,,aNE,aNE,aNE,NE,aNE,NE,NE,aNE,NE,NE,NE,aNE,NE,aNE,aNE
S100P,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE
S100PBP,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,NE,aNE
S100Z,NE,NE,NE,aNE,NE,NE,NE,NE,aNE,NE,aNE,NE,NE,aNE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE
S1PR1,aNE,NE,NE,NE,NE,aNE,aNE,aNE,aNE,NE,NE,NE,NE,NE,NE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE
S1PR2,NE,aNE,NE,NE,aNE,aNE,NE,NE,NE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,aNE,aNE,NE,NE
S1PR3,aNE,aNE,NE,NE,aNE,NE,aNE,NE,aNE,E,NE,aNE,NE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,NE,NE,NE,aNE,aNE,aNE
S1PR4,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,NE,NE,NE,aNE,NE,aNE,NE,aNE
S1PR5,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,NE,NE,NE,aNE,aNE,aNE,NE,aNE
SAA4,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,NE,aNE
SAAL1,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
SAC3D1,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE
SACM1L,aE,E,E,E,E,E,E,E,E,aE,E,E,aE,E,E,E,aE,aE,E,E,E,E,E,E,E,aE,E,E,E,E,E
SACS,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
SAE1,E,aE,E,E,E,E,E,E,E,aE,E,aE,aE,aE,aE,aE,E,E,E,E,aE,aE,aE,E,aE,E,E,aE,E,aE,E
SAFB,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
SAFB2,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
SAG,NE,aNE,NE,NE,NE,NE,aNE,aNE,NE,NE,aNE,NE,NE,NE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,NE,aNE,NE,NE,NE,NE
SAGE1,NE,NE,NE,aNE,NE,NE,NE,NE,aNE,aNE,aNE,NE,aNE,NE,NE,,NE,aNE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,aNE,NE
SALL1,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,aNE,aNE,aNE,NE,NE,NE,NE,aNE
SALL2,aNE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE
SALL3,aNE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,aNE,aNE,NE,aNE,NE,NE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,NE,NE,NE,NE,NE
SALL4,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,NE,NE,NE,NE,aNE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE
SAMD10,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE
SAMD11,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,NE,NE,NE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE
SAMD12,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,NE,aNE,NE,NE,aNE,aNE
SAMD13,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE
SAMD14,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
SAMD15,NE,NE,aNE,NE,NE,NE,NE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,NE,NE,NE,aNE,NE,aNE,NE,NE,aNE,aNE,NE
SAMD3,NE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,NE,NE,aNE,NE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE
SAMD4A,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
SAMD4B,aNE,aE,aNE,aNE,aNE,aE,aNE,aE,aNE,aNE,aNE,aNE,NE,aNE,aE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE
SAMD5,aNE,NE,aNE,NE,NE,NE,NE,NE,aNE,NE,aNE,NE,NE,aNE,aNE,NE,NE,NE,NE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE
SAMD7,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
SAMD8,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
SAMD9,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,aNE,NE,NE,NE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,NE,NE
SAMD9L,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
SAMHD1,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
SAMM50,aE,aNE,aNE,aE,aE,aNE,aE,aNE,aNE,aE,aE,aE,aE,aNE,aE,aNE,aE,aE,aE,aE,aNE,aE,aE,aE,aNE,aE,aNE,aNE,aE,aNE,aE
SAMSN1,NE,NE,NE,aNE,aNE,NE,NE,aNE,aNE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,aNE,NE,NE,aNE,NE,aNE,NE,aNE,NE,NE,NE,NE,NE
SANBR,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE
SAP130,aE,aNE,aE,aE,aNE,aNE,aNE,aNE,aE,NE,aE,aE,aNE,aE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE
SAP18,E,E,E,E,E,E,E,E,E,E,E,E,aE,E,E,E,E,E,aE,E,E,E,E,E,E,E,E,E,aE,E,E
SAP25,aNE,aNE,NE,aNE,aNE,NE,NE,NE,NE,aNE,NE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,NE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE
SAP30,NE,NE,aNE,NE,NE,aNE,NE,NE,aNE,NE,aNE,aNE,aNE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,aNE,NE,NE,aNE,NE,NE
SAP30BP,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
SAP30L,aNE,NE,NE,aNE,aNE,NE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,NE,NE,NE,NE,aNE,aNE
SAPCD1,aNE,NE,aNE,aNE,aNE,aNE,NE,NE,NE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,NE,NE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE
SAPCD2,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,aNE
SAR1A,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,NE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
SAR1B,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,NE,NE,aNE,NE,aNE,NE,NE,aNE,NE,NE,NE,aNE,NE,NE,NE,aNE,NE,NE,NE,aNE,aNE,NE,NE
SARAF,aNE,NE,aNE,NE,aNE,NE,NE,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,aNE,NE,NE,NE,NE,NE,aNE,aNE,aNE,aNE,NE,NE,aNE
SARDH,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE
SARNP,aNE,aE,aE,aNE,aNE,aNE,aNE,aE,aE,aNE,E,aE,aE,aNE,aE,aNE,aNE,aE,NE,aE,aE,aNE,aNE,aE,aE,aE,aNE,aNE,aNE,aNE,aNE
SARS1,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
SARS2,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aE,aE,aNE,aNE,aNE,aNE,aE,aNE,aE,aE,aE,aE,aNE,aE,aNE,aNE
SART1,E,E,E,aE,E,E,aE,aE,E,E,E,E,E,E,E,E,aE,E,E,E,E,E,aE,E,E,E,E,E,aE,E,E
SART3,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
SASH1,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,aNE,NE,NE,aNE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE
SASH3,NE,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,aNE,NE,,NE,NE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE
SASS6,E,aE,aE,E,E,aE,E,aNE,E,E,E,E,E,aE,aE,E,aE,aE,aNE,aNE,aE,aNE,aE,aE,E,aE,E,aE,aE,aE,aE
SAT1,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,NE,,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
SAT2,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,NE,aNE,NE,aNE
SATB1,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,NE,NE,NE,NE,NE,aNE,NE,aNE,NE,aNE,NE,NE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE
SATB2,NE,NE,aNE,NE,NE,aNE,NE,NE,aNE,NE,NE,aNE,NE,NE,aNE,NE,aNE,aNE,NE,NE,NE,aNE,NE,NE,NE,NE,aNE,NE,NE,NE,NE
SATL1,aNE,NE,aNE,NE,aNE,NE,NE,aNE,NE,NE,NE,NE,aNE,aNE,aNE,,NE,aNE,aNE,NE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE
SAV1,aNE,aNE,NE,NE,aNE,NE,aNE,NE,aNE,NE,aNE,NE,NE,aNE,NE,NE,aNE,NE,NE,aNE,NE,NE,NE,NE,aNE,aNE,NE,aNE,NE,NE,NE
SAXO1,aNE,aNE,NE,NE,aNE,NE,aNE,NE,NE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
SAXO2,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE
SAYSD1,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE
SBDS,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,aE,E,E,E,E,E,E,E,E,E,aE,E,E
SBF1,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
SBF2,aNE,aNE,aNE,NE,NE,aNE,NE,NE,aNE,NE,NE,NE,NE,NE,aNE,aNE,NE,NE,NE,aNE,aNE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE
SBK1,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
SBK2,aNE,NE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,aNE,NE,NE,NE,NE,aNE
SBNO1,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
SBNO2,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,NE,NE,NE,aNE,NE,aE,aNE,aNE,aNE
SBSN,aNE,NE,aNE,aNE,aNE,aNE,NE,aNE,NE,NE,aNE,aNE,NE,NE,NE,aNE,aNE,NE,NE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE
SBSPON,aNE,NE,aNE,NE,NE,aNE,NE,NE,aNE,aNE,NE,NE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,NE,NE,NE,NE,NE,aNE,aNE,NE
SC5D,NE,NE,NE,aNE,aNE,aNE,aNE,aE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,aNE,aNE,NE,NE,NE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE
SCAF1,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE
SCAF11,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
SCAF4,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,aNE
SCAF8,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,NE,aNE,aNE,aNE,NE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE
SCAI,NE,NE,aNE,NE,NE,aNE,NE,NE,aNE,NE,aNE,NE,NE,aNE,NE,NE,NE,NE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE,NE,NE,aNE,NE,NE
SCAMP2,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,aNE,NE,aNE,aNE,aNE,aNE,aNE,NE,NE,NE,NE,aNE,NE,aNE,aNE,NE,NE,NE,aNE,NE,NE
SCAMP3,aNE,aNE,NE,NE,aNE,NE,aNE,NE,NE,aNE,aNE,NE,aNE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,aNE,NE,NE
SCAMP4,aNE,NE,aNE,aNE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,NE,aNE,aNE,aNE,NE,NE,aNE,NE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
SCAMP5,NE,aNE,aNE,NE,aNE,NE,aNE,NE,aNE,aNE,NE,NE,aNE,aNE,NE,aNE,aNE,NE,NE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,NE,aNE
SCAND1,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,NE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE,aNE
SCAP,aNE,aNE,aE,aNE,E,E,E,E,E,aNE,E,E,aE,aNE,aE,NE,E,E,aE,E,aNE,NE,aNE,E,aE,aE,aNE,NE,aNE,aNE,E
SCAPER,NE,NE,aNE,aNE,NE,aNE,NE,NE,NE,aNE,aNE,NE,NE,NE,aNE,NE,NE,aNE,aNE,NE,NE,NE,NE,aNE,aNE,NE,NE,NE,aNE,NE,NE
SCARA3,NE,NE,NE,NE,NE,NE,NE,NE,NE,aNE,aNE,NE,NE,NE,NE,NE,aNE,aNE,NE,NE,aNE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
SCARA5,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,aNE,NE,aNE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,aNE,NE,NE,NE,NE,NE,NE
